vehicle_id,condition,model,engine_type,engine_cc,weight_kg,vehicle_class,drivetrain,manufacture_year,service_date,season,ambient_temp,vehicle_age,mileage,avg_daily_km,driving_style,diligence,missed_services,service_type,failure_occurred,failure_type,failure_severity,parts_replaced,service_cost
V1119,56.55966,Altima,I4,2500,1450,Sedan,FWD,2008,2024-06-14,Summer,41.4,16,252378,42.0,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.8
V1119,51.161519999999996,Altima,I4,2500,1450,Sedan,FWD,2008,2024-12-11,Winter,20.7,16,259938,42.0,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.0
V1119,45.41389999999999,Altima,I4,2500,1450,Sedan,FWD,2008,2025-06-27,Summer,46.2,17,268254,42.0,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.0
V1119,39.45711999999999,Altima,I4,2500,1450,Sedan,FWD,2008,2025-12-10,Winter,23.1,17,275226,42.0,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.5
V1119,38.19117999999999,Altima,I4,2500,1450,Sedan,FWD,2008,2026-05-25,Spring,17.6,18,282198,42.0,Calm,Diligent,0,Corrective,1,Shock Absorber Wear,Medium,Shock Absorber,67.7
V1120,100.0,Sunny,I4,1500,1050,Sedan,FWD,2009,2009-06-27,Summer,45.0,0,8938,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.0
V1120,100.0,Sunny,I4,1500,1050,Sedan,FWD,2009,2009-12-10,Winter,22.9,0,17321,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",30.0
V1120,100.0,Sunny,I4,1500,1050,Sedan,FWD,2009,2010-06-03,Summer,53.2,1,26158,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.3
V1120,100.0,Sunny,I4,1500,1050,Sedan,FWD,2009,2010-12-01,Winter,18.7,1,35298,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.4
V1120,100.0,Sunny,I4,1500,1050,Sedan,FWD,2009,2011-05-16,Spring,28.0,2,43681,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.2
V1120,96.70474999999999,Sunny,I4,1500,1050,Sedan,FWD,2009,2011-11-20,Autumn,27.5,2,53175,50.5,Calm,Irresponsible,1,Skipped,0,None,None,None,0.0
V1120,93.02318,Sunny,I4,1500,1050,Sedan,FWD,2009,2012-05-27,Spring,30.8,3,62719,50.5,Calm,Irresponsible,2,Skipped,0,None,None,None,0.0
V1120,89.07953,Sunny,I4,1500,1050,Sedan,FWD,2009,2012-11-16,Autumn,39.0,3,71455,50.5,Calm,Irresponsible,3,Skipped,0,None,None,None,0.0
V1120,90.28439,Sunny,I4,1500,1050,Sedan,FWD,2009,2013-05-01,Spring,27.1,4,79838,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.4
V1120,91.22261,Sunny,I4,1500,1050,Sedan,FWD,2009,2013-10-24,Autumn,37.5,4,88726,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.5
V1120,91.80934,Sunny,I4,1500,1050,Sedan,FWD,2009,2014-04-08,Spring,27.4,5,97109,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.1
V1120,92.11278,Sunny,I4,1500,1050,Sedan,FWD,2009,2014-10-12,Autumn,29.2,5,106552,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.5
V1120,92.05717000000001,Sunny,I4,1500,1050,Sedan,FWD,2009,2015-04-01,Spring,34.9,6,115187,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.2
V1120,91.71068000000002,Sunny,I4,1500,1050,Sedan,FWD,2009,2015-10-10,Autumn,34.4,6,124883,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.1
V1120,90.95816000000002,Sunny,I4,1500,1050,Sedan,FWD,2009,2016-04-29,Spring,28.4,7,135084,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.1
V1120,84.45415000000001,Sunny,I4,1500,1050,Sedan,FWD,2009,2016-10-12,Autumn,33.2,7,143467,50.5,Calm,Irresponsible,1,Skipped,0,None,None,None,0.0
V1120,83.07138000000002,Sunny,I4,1500,1050,Sedan,FWD,2009,2017-04-14,Spring,25.9,8,152759,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.9
V1120,81.41744000000003,Sunny,I4,1500,1050,Sedan,FWD,2009,2017-10-10,Autumn,31.7,8,161798,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.4
V1120,79.41201000000002,Sunny,I4,1500,1050,Sedan,FWD,2009,2018-03-25,Spring,30.5,9,170181,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.0
V1120,82.09602000000002,Sunny,I4,1500,1050,Sedan,FWD,2009,2018-10-16,Autumn,30.8,9,180533,50.5,Calm,Irresponsible,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",50.8
V1120,73.92854000000003,Sunny,I4,1500,1050,Sedan,FWD,2009,2019-03-31,Spring,31.3,10,188916,50.5,Calm,Irresponsible,1,Skipped,0,None,None,None,0.0
V1120,70.98080000000003,Sunny,I4,1500,1050,Sedan,FWD,2009,2019-10-02,Autumn,41.1,10,198258,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.0
V1120,67.62856000000004,Sunny,I4,1500,1050,Sedan,FWD,2009,2020-04-20,Spring,33.2,11,208408,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.9
V1120,63.97938000000004,Sunny,I4,1500,1050,Sedan,FWD,2009,2020-11-02,Autumn,33.0,11,218306,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.4
V1120,59.96509000000004,Sunny,I4,1500,1050,Sedan,FWD,2009,2021-04-26,Spring,33.8,12,227143,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.3
V1120,55.66295000000004,Sunny,I4,1500,1050,Sedan,FWD,2009,2021-11-02,Autumn,29.8,12,236738,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.4
V1120,50.947220000000044,Sunny,I4,1500,1050,Sedan,FWD,2009,2022-05-28,Spring,25.9,13,247191,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.2
V1120,40.469410000000046,Sunny,I4,1500,1050,Sedan,FWD,2009,2022-11-17,Autumn,31.0,13,255927,50.5,Calm,Irresponsible,1,Skipped,0,None,None,None,0.0
V1120,29.624960000000048,Sunny,I4,1500,1050,Sedan,FWD,2009,2023-05-12,Spring,26.0,14,264815,50.5,Calm,Irresponsible,2,Skipped,0,None,None,None,0.0
V1120,29.02902000000005,Sunny,I4,1500,1050,Sedan,FWD,2009,2023-10-25,Autumn,29.1,14,273198,50.5,Calm,Irresponsible,0,Emergency,1,AC Compressor Failure,Medium,AC Compressor,222.5
V1120,23.08159000000005,Sunny,I4,1500,1050,Sedan,FWD,2009,2024-04-08,Spring,25.3,15,281581,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.8
V1120,16.86752000000005,Sunny,I4,1500,1050,Sedan,FWD,2009,2024-10-01,Autumn,34.5,15,290469,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.1
V1120,4.756510000000048,Sunny,I4,1500,1050,Sedan,FWD,2009,2025-04-15,Spring,29.3,16,300367,50.5,Calm,Irresponsible,1,Skipped,0,None,None,None,0.0
V1120,9.0,Sunny,I4,1500,1050,Sedan,FWD,2009,2025-10-11,Autumn,26.4,16,309406,50.5,Calm,Irresponsible,0,Emergency,1,Radiator Leak,Medium,Radiator,91.6
V1120,4.0,Sunny,I4,1500,1050,Sedan,FWD,2009,2026-05-08,Spring,35.1,17,319960,50.5,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.4
V1121,100.0,Patrol,V6,4000,2600,SUV,AWD,2009,2009-06-24,Summer,48.1,0,8891,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.2
V1121,100.0,Patrol,V6,4000,2600,SUV,AWD,2009,2009-12-25,Winter,24.6,0,18293,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.3
V1121,100.0,Patrol,V6,4000,2600,SUV,AWD,2009,2010-06-27,Summer,42.7,1,27695,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.4
V1121,100.0,Patrol,V6,4000,2600,SUV,AWD,2009,2010-12-27,Winter,24.0,1,37046,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.4
V1121,100.0,Patrol,V6,4000,2600,SUV,AWD,2009,2011-07-04,Summer,39.7,2,46703,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.3
V1121,100.0,Patrol,V6,4000,2600,SUV,AWD,2009,2012-01-14,Winter,29.0,3,56616,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.7
V1121,100.0,Patrol,V6,4000,2600,SUV,AWD,2009,2012-06-28,Summer,45.8,3,65098,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.2
V1121,100.0,Patrol,V6,4000,2600,SUV,AWD,2009,2013-01-16,Winter,21.6,4,75420,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.6
V1121,100.0,Patrol,V6,4000,2600,SUV,AWD,2009,2013-07-04,Summer,44.8,4,84055,51.1,Calm,Diligent,0,Corrective,1,Shock Absorber Wear,Medium,Shock Absorber,68.8
V1121,100.0,Patrol,V6,4000,2600,SUV,AWD,2009,2014-01-27,Winter,26.1,5,94632,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.1
V1121,100.0,Patrol,V6,4000,2600,SUV,AWD,2009,2014-07-25,Summer,41.8,5,103778,51.1,Calm,Diligent,0,Emergency,1,Shock Absorber Wear,Medium,Shock Absorber,78.1
V1121,100.0,Patrol,V6,4000,2600,SUV,AWD,2009,2015-01-20,Winter,22.3,6,112924,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.0
V1121,99.71336000000001,Patrol,V6,4000,2600,SUV,AWD,2009,2015-08-03,Summer,52.9,6,122888,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.2
V1121,99.0416,Patrol,V6,4000,2600,SUV,AWD,2009,2016-02-05,Winter,24.9,7,132392,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.4
V1121,98.06786,Patrol,V6,4000,2600,SUV,AWD,2009,2016-08-20,Summer,39.0,7,142458,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.5
V1121,96.72433,Patrol,V6,4000,2600,SUV,AWD,2009,2017-02-12,Winter,29.9,8,151451,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.3
V1121,95.11407,Patrol,V6,4000,2600,SUV,AWD,2009,2017-08-05,Summer,42.9,8,160342,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.1
V1121,93.14935,Patrol,V6,4000,2600,SUV,AWD,2009,2018-01-18,Winter,16.3,9,168824,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.7
V1121,90.90257,Patrol,V6,4000,2600,SUV,AWD,2009,2018-07-21,Summer,35.7,9,178226,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.7
V1121,88.24613,Patrol,V6,4000,2600,SUV,AWD,2009,2019-02-08,Winter,19.6,10,188548,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.1
V1121,85.33216999999999,Patrol,V6,4000,2600,SUV,AWD,2009,2019-07-26,Summer,47.7,10,197132,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.9
V1121,82.06222,Patrol,V6,4000,2600,SUV,AWD,2009,2020-01-09,Winter,28.9,11,205665,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.9
V1121,78.49029,Patrol,V6,4000,2600,SUV,AWD,2009,2020-07-24,Summer,32.3,11,215731,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.3
V1121,74.5087,Patrol,V6,4000,2600,SUV,AWD,2009,2021-02-11,Winter,22.6,12,226053,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.9
V1121,70.21439000000001,Patrol,V6,4000,2600,SUV,AWD,2009,2021-09-03,Autumn,24.6,12,236477,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.7
V1121,65.55335000000001,Patrol,V6,4000,2600,SUV,AWD,2009,2022-02-24,Winter,13.4,13,245368,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.7
V1121,60.63170000000001,Patrol,V6,4000,2600,SUV,AWD,2009,2022-08-13,Summer,39.8,13,254055,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.9
V1121,55.33258000000001,Patrol,V6,4000,2600,SUV,AWD,2009,2023-02-10,Winter,21.5,14,263304,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.1
V1121,49.75908000000001,Patrol,V6,4000,2600,SUV,AWD,2009,2023-08-08,Summer,33.8,14,272450,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.2
V1121,48.81579000000001,Patrol,V6,4000,2600,SUV,AWD,2009,2024-01-31,Winter,27.2,15,281443,51.1,Calm,Diligent,0,Corrective,1,Control Arm Failure,Medium,Control Arm,79.7
V1121,47.60118000000001,Patrol,V6,4000,2600,SUV,AWD,2009,2024-07-26,Summer,38.6,15,290487,51.1,Calm,Diligent,0,Emergency,1,Alternator Failure,Medium,Alternator,110.2
V1121,40.96311000000001,Patrol,V6,4000,2600,SUV,AWD,2009,2025-02-22,Winter,25.4,16,301269,51.1,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.5
V1121,39.03533,Patrol,V6,4000,2600,SUV,AWD,2009,2025-08-30,Summer,45.5,16,310926,51.1,Calm,Diligent,0,Emergency,1,Battery Failure,Medium,Battery,52.1
V1121,36.75309,Patrol,V6,4000,2600,SUV,AWD,2009,2026-02-12,Winter,22.9,17,319408,51.1,Calm,Diligent,0,Emergency,1,Shock Absorber Wear,Medium,Shock Absorber,70.6
V1121,34.16887,Patrol,V6,4000,2600,SUV,AWD,2009,2026-08-28,Summer,41.0,17,329474,51.1,Calm,Diligent,0,Emergency,1,Battery Failure,Medium,Battery,50.9
V1122,100.0,X-Trail,I4,2500,1650,SUV,AWD,2014,2014-07-07,Summer,43.9,0,9705,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.3
V1122,100.0,X-Trail,I4,2500,1650,SUV,AWD,2014,2015-01-08,Winter,26.6,1,19306,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.3
V1122,100.0,X-Trail,I4,2500,1650,SUV,AWD,2014,2015-07-04,Summer,41.2,1,28492,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.5
V1122,100.0,X-Trail,I4,2500,1650,SUV,AWD,2014,2015-12-22,Winter,26.7,1,37366,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.1
V1122,100.0,X-Trail,I4,2500,1650,SUV,AWD,2014,2016-06-05,Summer,38.6,2,45981,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.3
V1122,100.0,X-Trail,I4,2500,1650,SUV,AWD,2014,2016-11-18,Autumn,24.8,2,54596,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.7
V1122,100.0,X-Trail,I4,2500,1650,SUV,AWD,2014,2017-05-03,Spring,33.4,3,63211,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.5
V1122,100.0,X-Trail,I4,2500,1650,SUV,AWD,2014,2017-11-10,Autumn,27.0,3,73123,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.6
V1122,100.0,X-Trail,I4,2500,1650,SUV,AWD,2014,2018-05-01,Spring,38.8,4,82049,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.7
V1122,100.0,X-Trail,I4,2500,1650,SUV,AWD,2014,2018-10-14,Autumn,34.4,4,90664,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.4
V1122,100.0,X-Trail,I4,2500,1650,SUV,AWD,2014,2019-03-29,Spring,34.3,5,99279,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.0
V1122,100.0,X-Trail,I4,2500,1650,SUV,AWD,2014,2019-10-13,Autumn,35.6,5,109555,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.1
V1122,99.81752,X-Trail,I4,2500,1650,SUV,AWD,2014,2020-04-20,Spring,31.8,6,119416,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.7
V1122,99.36414,X-Trail,I4,2500,1650,SUV,AWD,2014,2020-10-11,Autumn,29.3,6,128446,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.7
V1122,98.55231,X-Trail,I4,2500,1650,SUV,AWD,2014,2021-03-26,Spring,33.9,7,137061,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.9
V1122,97.44156000000001,X-Trail,I4,2500,1650,SUV,AWD,2014,2021-10-04,Autumn,26.9,7,147025,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.1
V1122,95.95991000000001,X-Trail,I4,2500,1650,SUV,AWD,2014,2022-03-27,Spring,28.3,8,156055,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.6
V1122,94.21513000000002,X-Trail,I4,2500,1650,SUV,AWD,2014,2022-09-12,Autumn,38.9,8,164826,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.2
V1122,92.08388000000001,X-Trail,I4,2500,1650,SUV,AWD,2014,2023-03-15,Spring,31.8,9,174375,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.1
V1122,89.67705000000001,X-Trail,I4,2500,1650,SUV,AWD,2014,2023-09-08,Autumn,33.3,9,183561,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.0
V1122,86.88219000000001,X-Trail,I4,2500,1650,SUV,AWD,2014,2024-03-11,Spring,31.2,10,193162,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.0
V1122,83.7993,X-Trail,I4,2500,1650,SUV,AWD,2014,2024-09-12,Autumn,35.8,10,202763,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.8
V1122,80.33306,X-Trail,I4,2500,1650,SUV,AWD,2014,2025-03-13,Spring,33.9,11,212208,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.8
V1122,76.60837000000001,X-Trail,I4,2500,1650,SUV,AWD,2014,2025-08-26,Summer,40.4,11,220823,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.1
V1122,72.52523000000001,X-Trail,I4,2500,1650,SUV,AWD,2014,2026-02-08,Winter,16.5,12,229438,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.9
V1122,68.13849,X-Trail,I4,2500,1650,SUV,AWD,2014,2026-08-22,Summer,33.9,12,239558,51.9,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.9
V1123,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2013,2013-07-01,Summer,51.0,0,8398,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.6
V1123,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2013,2013-12-19,Winter,19.3,0,16332,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.7
V1123,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2013,2014-06-18,Summer,46.5,1,24730,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.8
V1123,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2013,2014-12-17,Winter,22.0,1,33174,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.5
V1123,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2013,2015-06-04,Summer,40.7,2,41015,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.4
V1123,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2013,2015-12-07,Winter,32.4,2,49645,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.3
V1123,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2013,2016-06-11,Summer,41.6,3,58321,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.0
V1123,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2013,2016-12-09,Winter,17.1,3,66719,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.0
V1123,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2013,2017-05-24,Spring,33.5,4,74421,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.1
V1123,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2013,2017-11-06,Autumn,32.5,4,82123,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.0
V1123,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2013,2018-04-25,Spring,20.9,5,90011,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.3
V1123,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2013,2018-10-22,Autumn,33.2,5,98363,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.0
V1123,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2013,2019-04-23,Spring,31.3,6,106854,46.4,Calm,Diligent,0,Corrective,1,Wheel Alignment Issue,Low,Alignment Service,18.1
V1123,99.92156,Pathfinder,V6,3500,2000,SUV,AWD,2013,2019-11-05,Autumn,34.8,6,115948,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.3
V1123,99.45917,Pathfinder,V6,3500,2000,SUV,AWD,2013,2020-05-27,Spring,26.0,7,125413,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.8
V1123,98.73371,Pathfinder,V6,3500,2000,SUV,AWD,2013,2020-12-02,Winter,23.7,7,134182,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.9
V1123,97.66327000000001,Pathfinder,V6,3500,2000,SUV,AWD,2013,2021-05-27,Spring,21.0,8,142348,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.2
V1123,96.31026000000001,Pathfinder,V6,3500,2000,SUV,AWD,2013,2021-12-16,Winter,25.0,8,151767,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.9
V1123,94.58026000000001,Pathfinder,V6,3500,2000,SUV,AWD,2013,2022-07-03,Summer,39.9,9,161000,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.8
V1123,92.49694000000001,Pathfinder,V6,3500,2000,SUV,AWD,2013,2023-01-01,Winter,24.1,10,169444,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.9
V1123,90.18118000000001,Pathfinder,V6,3500,2000,SUV,AWD,2013,2023-06-17,Summer,37.9,10,177192,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.1
V1123,87.61210000000001,Pathfinder,V6,3500,2000,SUV,AWD,2013,2023-12-16,Winter,25.6,10,185636,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.7
V1123,84.67854000000001,Pathfinder,V6,3500,2000,SUV,AWD,2013,2024-06-23,Summer,43.7,11,194452,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.5
V1123,81.37495000000001,Pathfinder,V6,3500,2000,SUV,AWD,2013,2025-01-03,Winter,27.5,12,203453,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.7
V1123,77.81108,Pathfinder,V6,3500,2000,SUV,AWD,2013,2025-07-09,Summer,40.3,12,212129,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.6
V1123,73.88693,Pathfinder,V6,3500,2000,SUV,AWD,2013,2026-01-12,Winter,23.9,13,220805,46.4,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.5
V1123,74.72338,Pathfinder,V6,3500,2000,SUV,AWD,2013,2026-07-03,Summer,47.0,13,228785,46.4,Calm,Diligent,0,Emergency,1,Gearbox Failure,High,Gearbox,721.5
V1124,100.0,Patrol,V6,4000,2600,SUV,AWD,2008,2008-06-15,Summer,47.0,0,4747,28.6,Calm,Diligent,0,Emergency,1,Control Arm Failure,Medium,Control Arm,85.9
V1124,100.0,Patrol,V6,4000,2600,SUV,AWD,2008,2008-12-08,Winter,13.5,0,9780,28.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.7
V1124,100.0,Patrol,V6,4000,2600,SUV,AWD,2008,2009-07-05,Summer,43.6,1,15757,28.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.2
V1124,100.0,Patrol,V6,4000,2600,SUV,AWD,2008,2009-12-30,Winter,20.5,1,20847,28.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.8
V1124,100.0,Patrol,V6,4000,2600,SUV,AWD,2008,2010-06-14,Summer,47.0,2,25594,28.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.1
V1124,100.0,Patrol,V6,4000,2600,SUV,AWD,2008,2010-12-16,Winter,20.2,2,30885,28.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.8
V1124,100.0,Patrol,V6,4000,2600,SUV,AWD,2008,2011-06-24,Summer,38.5,3,36319,28.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.4
V1124,100.0,Patrol,V6,4000,2600,SUV,AWD,2008,2012-01-07,Winter,25.0,4,41953,28.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.9
V1124,100.0,Patrol,V6,4000,2600,SUV,AWD,2008,2012-06-21,Summer,46.7,4,46700,28.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.4
